"year","course_code","course_description","grade","pathway_or_destination","enrolment"
"2023-2024","ICD2O","Digital Technology and Innovations in the Changing World","Grade 10","Open (Grade 9 - 12 level)","16890"
"2023-2024","ICS2O","Introduction to Computer Studies","Grade 10","Open (Grade 9 - 12 level)","40"
"2023-2024","ICS3C","Introduction to Computer Programming","Grade 11","College Preparation (Grade 11 & 12 level)","3130"
"2023-2024","ICS3U","Introduction to Computer Science","Grade 11","University Preparation (Grade 11 & 12 level)","25455"
"2023-2024","ICS4C","Computer Programming","Grade 12","College Preparation (Grade 11 & 12 level)","730"
"2023-2024","ICS4U","Computer Science","Grade 12","University Preparation (Grade 11 & 12 level)","13195"
"2023-2024","IDC3O","Interdisciplinary Studies","Grade 11","Open (Grade 9 - 12 level)","8835"
"2023-2024","IDC4O","Interdisciplinary Studies","Grade 12","Open (Grade 9 - 12 level)","2305"
"2023-2024","IDC4U","Interdisciplinary Studies","Grade 12","University Preparation (Grade 11 & 12 level)","18545"
"2023-2024","IDP3O","Interdisciplinary Studies","Grade 11","Open (Grade 9 - 12 level)","465"
"2023-2024","IDP4O","Interdisciplinary Studies","Grade 12","Open (Grade 9 - 12 level)","130"
"2023-2024","IDP4U","Interdisciplinary Studies","Grade 12","University Preparation (Grade 11 & 12 level)","1065"
"2023-2024","JAL4T","Film Studies","Grade 12","College Delivered (Dual Credits)","115"
"2023-2024","JBC4T","College Seminar","Grade 12","College Delivered (Dual Credits)","90"
"2023-2024","JBD4T","College Success","Grade 12","College Delivered (Dual Credits)","25"
"2023-2024","JDC4T","Stress Management","Grade 12","College Delivered (Dual Credits)","25"
"2023-2024","JDG4T","Sport in Society","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","JEB4T","Making the Grade","Grade 12","College Delivered (Dual Credits)","55"
"2023-2024","JEE4T","Professional Effectiveness","Grade 12","College Delivered (Dual Credits)","45"
"2023-2024","JEG4T","Skills for Success","Grade 12","College Delivered (Dual Credits)","50"
"2023-2024","JEM4T","Success Strategies for College","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","JFA4T","Developmental Psychology – Arts and Science/Social Service Worker Section","Grade 12","College Delivered (Dual Credits)","50"
"2023-2024","JFD4T","The Creative Journey","Grade 12","College Delivered (Dual Credits)","15"
"2023-2024","JFF4T","Issues in Diversity","Grade 12","College Delivered (Dual Credits)","35"
"2023-2024","JFG4T","Visual Gestural Communication","Grade 12","College Delivered (Dual Credits)","55"
"2023-2024","JGB4T","Technological Culture","Grade 12","College Delivered (Dual Credits)","290"
"2023-2024","JGC4T","Society, Technology and Social Issues","Grade 12","College Delivered (Dual Credits)","20"
"2023-2024","JGG4T","Introduction to Photojournalism","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","JGK4T","Game Studies","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","KALAN","Creative Arts for Enjoyment and Expression","Level 1","Special Education Non-credit Course (all levels)","2110"
"2023-2024","KALBN","Creative Arts for Enjoyment and Expression","Level 2","Special Education Non-credit Course (all levels)","1205"
"2023-2024","KALCN","Creative Arts for Enjoyment and Expression","Level 3","Special Education Non-credit Course (all levels)","890"
"2023-2024","KALDN","Creative Arts for Enjoyment and Expression","Level 4","Special Education Non-credit Course (all levels)","775"
"2023-2024","KALEN","Creative Arts for Enjoyment and Expression","Level 5","Special Education Non-credit Course (all levels)","475"
"2023-2024","KALFN","Creative Arts for Enjoyment and Expression","Level 6","Special Education Non-credit Course (all levels)","375"
"2023-2024","KALGN","Creative Arts for Enjoyment and Expression","Level 7","Special Education Non-credit Course (all levels)","260"
"2023-2024","KALHN","Creative Arts for Enjoyment and Expression","Level 8","Special Education Non-credit Course (all levels)","65"
"2023-2024","KALIN","Creative Arts for Enjoyment and Expression","Level 9","Special Education Non-credit Course (all levels)","35"
"2023-2024","KALJN","Creative Arts for Enjoyment and Expression","Level 10","Special Education Non-credit Course (all levels)","60"
"2023-2024","KALKN","Creative Arts for Enjoyment and Expression","Level 11","Special Education Non-credit Course (all levels)","120"
"2023-2024","KALLN","Creative Arts for Enjoyment and Expression","Level 12","Special Education Non-credit Course (all levels)","50"
"2023-2024","KALMN","Creative Arts for Enjoyment and Expression","Level 13","Special Education Non-credit Course (all levels)","20"
"2023-2024","KALNN","Creative Arts for Enjoyment and Expression","Level 14","Special Education Non-credit Course (all levels)","15"
"2023-2024","KALON","Creative Arts for Enjoyment and Expression","Level 15","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KALPN","Creative Arts for Enjoyment and Expression","Level 16","Special Education Non-credit Course (all levels)","35"
"2023-2024","KBBAN","Money Management and Personal Banking","Level 1","Special Education Non-credit Course (all levels)","760"
"2023-2024","KBBBN","Money Management and Personal Banking","Level 2","Special Education Non-credit Course (all levels)","685"
"2023-2024","KBBCN","Money Management and Personal Banking","Level 3","Special Education Non-credit Course (all levels)","315"
"2023-2024","KBBDN","Money Management and Personal Banking","Level 4","Special Education Non-credit Course (all levels)","315"
"2023-2024","KBBEN","Money Management and Personal Banking","Level 5","Special Education Non-credit Course (all levels)","200"
"2023-2024","KBBFN","Money Management and Personal Banking","Level 7","Special Education Non-credit Course (all levels)","95"
"2023-2024","KBBGN","Money Management and Personal Banking","Level 7","Special Education Non-credit Course (all levels)","120"
"2023-2024","KBBHN","Money Management and Personal Banking","Level 8","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KBBIN","Money Management and Personal Banking","Level 9","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KBBJN","Money Management and Personal Banking","Level 10","Special Education Non-credit Course (all levels)","20"
"2023-2024","KBBKN","Money Management and Personal Banking","Level 11","Special Education Non-credit Course (all levels)","25"
"2023-2024","KBBLN","Money Management and Personal Banking","Level 12","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KBBMN","Money Management and Personal Banking","Level 13","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KBBPN","Money Management and Personal Banking","Level 16","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KCCAN","Transit Training and Community Exploration","Level 1","Special Education Non-credit Course (all levels)","450"
"2023-2024","KCCBN","Transit Training and Community Exploration","Level 2","Special Education Non-credit Course (all levels)","260"
"2023-2024","KCCCN","Transit Training and Community Exploration","Level 3","Special Education Non-credit Course (all levels)","195"
"2023-2024","KCCDN","Transit Training and Community Exploration","Level 4","Special Education Non-credit Course (all levels)","220"
"2023-2024","KCCEN","Transit Training and Community Exploration","Level 5","Special Education Non-credit Course (all levels)","115"
"2023-2024","KCCFN","Transit Training and Community Exploration","Level 6","Special Education Non-credit Course (all levels)","75"
"2023-2024","KCCGN","Transit Training and Community Exploration","Level 7","Special Education Non-credit Course (all levels)","105"
"2023-2024","KCCHN","Transit Training and Community Exploration","Level 8","Special Education Non-credit Course (all levels)","15"
"2023-2024","KCCIN","Transit Training and Community Exploration","Level 9","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KCCJN","Transit Training and Community Exploration","Level 10","Special Education Non-credit Course (all levels)","25"
"2023-2024","KCCLN","Transit Training and Community Exploration","Level 12","Special Education Non-credit Course (all levels)","20"
"2023-2024","KCCMN","Transit Training and Community Exploration","Level 13","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KCCPN","Transit Training and Community Exploration","Level 16","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KCWAN","Exploring Our World","Level 1","Special Education Non-credit Course (all levels)","1380"
"2023-2024","KCWBN","Exploring Our World","Level 2","Special Education Non-credit Course (all levels)","755"
"2023-2024","KCWCN","Exploring Our World","Level 3","Special Education Non-credit Course (all levels)","660"
"2023-2024","KCWDN","Exploring Our World","Level 4","Special Education Non-credit Course (all levels)","510"
"2023-2024","KCWEN","Exploring Our World","Level 5","Special Education Non-credit Course (all levels)","265"
"2023-2024","KCWFN","Exploring Our World","Level 6","Special Education Non-credit Course (all levels)","185"
"2023-2024","KCWGN","Exploring Our World","Level 7","Special Education Non-credit Course (all levels)","145"
"2023-2024","KCWHN","Exploring Our World","Level 8","Special Education Non-credit Course (all levels)","10"
"2023-2024","KCWIN","Exploring Our World","Level 9","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KCWJN","Exploring Our World","Level 10","Special Education Non-credit Course (all levels)","15"
"2023-2024","KCWKN","Exploring Our World","Level 11","Special Education Non-credit Course (all levels)","70"
"2023-2024","KCWLN","Exploring Our World","Level 12","Special Education Non-credit Course (all levels)","35"
"2023-2024","KCWMN","Exploring Our World","Level 13","Special Education Non-credit Course (all levels)","30"
"2023-2024","KENAN","Language and Communication Development","Level 1","Special Education Non-credit Course (all levels)","4300"
"2023-2024","KENBN","Language and Communication Development","Level 2","Special Education Non-credit Course (all levels)","3080"
"2023-2024","KENCN","Language and Communication Development","Level 3","Special Education Non-credit Course (all levels)","1895"
"2023-2024","KENDN","Language and Communication Development","Level 4","Special Education Non-credit Course (all levels)","1910"
"2023-2024","KENEN","Language and Communication Development","Level 5","Special Education Non-credit Course (all levels)","1125"
"2023-2024","KENFN","Language and Communication Development","Level 6","Special Education Non-credit Course (all levels)","925"
"2023-2024","KENGN","Language and Communication Development","Level 7","Special Education Non-credit Course (all levels)","690"
"2023-2024","KENHN","Language and Communication Development","Level 8","Special Education Non-credit Course (all levels)","170"
"2023-2024","KENIN","Language and Communication Development","Level 9","Special Education Non-credit Course (all levels)","205"
"2023-2024","KENJN","Language and Communication Development","Level 10","Special Education Non-credit Course (all levels)","115"
"2023-2024","KENKN","Language and Communication Development","Level 11","Special Education Non-credit Course (all levels)","200"
"2023-2024","KENLN","Language and Communication Development","Level 12","Special Education Non-credit Course (all levels)","120"
"2023-2024","KENMN","Language and Communication Development","Level 13","Special Education Non-credit Course (all levels)","45"
"2023-2024","KENNN","Language and Communication Development","Level 14","Special Education Non-credit Course (all levels)","135"
"2023-2024","KENON","Language and Communication Development","Level 15","Special Education Non-credit Course (all levels)","30"
"2023-2024","KENPN","Language and Communication Development","Level 16","Special Education Non-credit Course (all levels)","165"
"2023-2024","KGLAN","Personal Life Skills","Level 1","Special Education Non-credit Course (all levels)","2950"
"2023-2024","KGLBN","Personal Life Skills","Level 2","Special Education Non-credit Course (all levels)","2030"
"2023-2024","KGLCN","Personal Life Skills","Level 3","Special Education Non-credit Course (all levels)","1310"
"2023-2024","KGLDN","Personal Life Skills","Level 4","Special Education Non-credit Course (all levels)","1310"
"2023-2024","KGLEN","Personal Life Skills","Level 5","Special Education Non-credit Course (all levels)","780"
"2023-2024","KGLFN","Personal Life Skills","Level 6","Special Education Non-credit Course (all levels)","515"
"2023-2024","KGLGN","Personal Life Skills","Level 7","Special Education Non-credit Course (all levels)","465"
"2023-2024","KGLHN","Personal Life Skills","Level 8","Special Education Non-credit Course (all levels)","120"
"2023-2024","KGLIN","Personal Life Skills","Level 9","Special Education Non-credit Course (all levels)","55"
"2023-2024","KGLJN","Personal Life Skills","Level 10","Special Education Non-credit Course (all levels)","70"
"2023-2024","KGLKN","Personal Life Skills","Level 11","Special Education Non-credit Course (all levels)","150"
"2023-2024","KGLLN","Personal Life Skills","Level 12","Special Education Non-credit Course (all levels)","70"
"2023-2024","KGLMN","Personal Life Skills","Level 13","Special Education Non-credit Course (all levels)","50"
"2023-2024","KGLNN","Personal Life Skills","Level 14","Special Education Non-credit Course (all levels)","95"
"2023-2024","KGLON","Personal Life Skills","Level 15","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KGLPN","Personal Life Skills","Level 16","Special Education Non-credit Course (all levels)","110"
"2023-2024","KGWAN","Exploring the World of Work","Level 1","Special Education Non-credit Course (all levels)","1315"
"2023-2024","KGWBN","Exploring the World of Work","Level 2","Special Education Non-credit Course (all levels)","1235"
"2023-2024","KGWCN","Exploring the World of Work","Level 3","Special Education Non-credit Course (all levels)","785"
"2023-2024","KGWDN","Exploring the World of Work","Level 4","Special Education Non-credit Course (all levels)","855"
"2023-2024","KGWEN","Exploring the World of Work","Level 5","Special Education Non-credit Course (all levels)","615"
"2023-2024","KGWFN","Exploring the World of Work","Level 6","Special Education Non-credit Course (all levels)","415"
"2023-2024","KGWGN","Exploring the World of Work","Level 7","Special Education Non-credit Course (all levels)","295"
"2023-2024","KGWHN","Exploring the World of Work","Level 8","Special Education Non-credit Course (all levels)","35"
"2023-2024","KGWIN","Exploring the World of Work","Level 9","Special Education Non-credit Course (all levels)","40"
"2023-2024","KGWJN","Exploring the World of Work","Level 10","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KGWKN","Exploring the World of Work","Level 11","Special Education Non-credit Course (all levels)","20"
"2023-2024","KGWLN","Exploring the World of Work","Level 12","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KGWMN","Exploring the World of Work","Level 13","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KGWNN","Exploring the World of Work","Level 14","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KGWON","Exploring the World of Work","Level 15","Special Education Non-credit Course (all levels)","10"
"2023-2024","KGWPN","Exploring the World of Work","Level 16","Special Education Non-credit Course (all levels)","40"
"2023-2024","KHDAN","Social Skills Development","Level 1","Special Education Non-credit Course (all levels)","2220"
"2023-2024","KHDBN","Social Skills Development","Level 2","Special Education Non-credit Course (all levels)","1515"
"2023-2024","KHDCN","Social Skills Development","Level 3","Special Education Non-credit Course (all levels)","865"
"2023-2024","KHDDN","Social Skills Development","Level 4","Special Education Non-credit Course (all levels)","900"
"2023-2024","KHDEN","Social Skills Development","Level 5","Special Education Non-credit Course (all levels)","505"
"2023-2024","KHDFN","Social Skills Development","Level 6","Special Education Non-credit Course (all levels)","295"
"2023-2024","KHDGN","Social Skills Development","Level 7","Special Education Non-credit Course (all levels)","230"
"2023-2024","KHDHN","Social Skills Development","Level 8","Special Education Non-credit Course (all levels)","25"
"2023-2024","KHDIN","Social Skills Development","Level 9","Special Education Non-credit Course (all levels)","15"
"2023-2024","KHDJN","Social Skills Development","Level 10","Special Education Non-credit Course (all levels)","45"
"2023-2024","KHDKN","Social Skills Development","Level 11","Special Education Non-credit Course (all levels)","50"
"2023-2024","KHDLN","Social Skills Development","Level 12","Special Education Non-credit Course (all levels)","20"
"2023-2024","KHDMN","Social Skills Development","Level 13","Special Education Non-credit Course (all levels)","20"
"2023-2024","KHDNN","Social Skills Development","Level 14","Special Education Non-credit Course (all levels)","85"
"2023-2024","KHDPN","Social Skills Development","Level 16","Special Education Non-credit Course (all levels)","85"
"2023-2024","KHIAN","Culinary Skills","Level 1","Special Education Non-credit Course (all levels)","830"
"2023-2024","KHIBN","Culinary Skills","Level 2","Special Education Non-credit Course (all levels)","610"
"2023-2024","KHICN","Culinary Skills","Level 3","Special Education Non-credit Course (all levels)","515"
"2023-2024","KHIDN","Culinary Skills","Level 4","Special Education Non-credit Course (all levels)","415"
"2023-2024","KHIEN","Culinary Skills","Level 5","Special Education Non-credit Course (all levels)","220"
"2023-2024","KHIFN","Culinary Skills","Level 6","Special Education Non-credit Course (all levels)","165"
"2023-2024","KHIGN","Culinary Skills","Level 7","Special Education Non-credit Course (all levels)","90"
"2023-2024","KHIHN","Culinary Skills","Level 8","Special Education Non-credit Course (all levels)","40"
"2023-2024","KHIIN","Culinary Skills","Level 9","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KHIKN","Culinary Skills","Level 11","Special Education Non-credit Course (all levels)","10"
"2023-2024","KHILN","Culinary Skills","Level 12","Special Education Non-credit Course (all levels)","10"
"2023-2024","KMMAN","Numeracy and Numbers","Level 1","Special Education Non-credit Course (all levels)","3660"
"2023-2024","KMMBN","Numeracy and Numbers","Level 2","Special Education Non-credit Course (all levels)","2565"
"2023-2024","KMMCN","Numeracy and Numbers","Level 3","Special Education Non-credit Course (all levels)","1620"
"2023-2024","KMMDN","Numeracy and Numbers","Level 4","Special Education Non-credit Course (all levels)","1520"
"2023-2024","KMMEN","Numeracy and Numbers","Level 5","Special Education Non-credit Course (all levels)","870"
"2023-2024","KMMFN","Numeracy and Numbers","Level 6","Special Education Non-credit Course (all levels)","605"
"2023-2024","KMMGN","Numeracy and Numbers","Level 7","Special Education Non-credit Course (all levels)","530"
"2023-2024","KMMHN","Numeracy and Numbers","Level 8","Special Education Non-credit Course (all levels)","110"
"2023-2024","KMMIN","Numeracy and Numbers","Level 9","Special Education Non-credit Course (all levels)","75"
"2023-2024","KMMJN","Numeracy and Numbers","Level 10","Special Education Non-credit Course (all levels)","65"
"2023-2024","KMMKN","Numeracy and Numbers","Level 11","Special Education Non-credit Course (all levels)","240"
"2023-2024","KMMLN","Numeracy and Numbers","Level 12","Special Education Non-credit Course (all levels)","110"
"2023-2024","KMMMN","Numeracy and Numbers","Level 13","Special Education Non-credit Course (all levels)","90"
"2023-2024","KMMNN","Numeracy and Numbers","Level 14","Special Education Non-credit Course (all levels)","65"
"2023-2024","KMMON","Numeracy and Numbers","Level 15","Special Education Non-credit Course (all levels)","160"
"2023-2024","KMMPN","Numeracy and Numbers","Level 16","Special Education Non-credit Course (all levels)","30"
"2023-2024","KNAAN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 1","Special Education Non-credit Course (all levels)","170"
"2023-2024","KNABN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 2","Special Education Non-credit Course (all levels)","80"
"2023-2024","KNACN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 3","Special Education Non-credit Course (all levels)","85"
"2023-2024","KNADN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 4","Special Education Non-credit Course (all levels)","40"
"2023-2024","KNAEN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 5","Special Education Non-credit Course (all levels)","25"
"2023-2024","KNAFN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 6","Special Education Non-credit Course (all levels)","10"
"2023-2024","KNAGN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 7","Special Education Non-credit Course (all levels)","10"
"2023-2024","KNANN","Understanding First Nation, Métis and Inuit Pre-Colonization to Today","Level 14","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KPFAN","Personal Health and Fitness","Level 1","Special Education Non-credit Course (all levels)","2760"
"2023-2024","KPFBN","Personal Health and Fitness","Level 2","Special Education Non-credit Course (all levels)","1570"
"2023-2024","KPFCN","Personal Health and Fitness","Level 3","Special Education Non-credit Course (all levels)","1055"
"2023-2024","KPFDN","Personal Health and Fitness","Level 4","Special Education Non-credit Course (all levels)","1155"
"2023-2024","KPFEN","Personal Health and Fitness","Level 5","Special Education Non-credit Course (all levels)","525"
"2023-2024","KPFFN","Personal Health and Fitness","Level 6","Special Education Non-credit Course (all levels)","340"
"2023-2024","KPFGN","Personal Health and Fitness","Level 7","Special Education Non-credit Course (all levels)","375"
"2023-2024","KPFHN","Personal Health and Fitness","Level 8","Special Education Non-credit Course (all levels)","155"
"2023-2024","KPFIN","Personal Health and Fitness","Level 9","Special Education Non-credit Course (all levels)","75"
"2023-2024","KPFJN","Personal Health and Fitness","Level 10","Special Education Non-credit Course (all levels)","45"
"2023-2024","KPFKN","Personal Health and Fitness","Level 11","Special Education Non-credit Course (all levels)","110"
"2023-2024","KPFLN","Personal Health and Fitness","Level 12","Special Education Non-credit Course (all levels)","15"
"2023-2024","KPFMN","Personal Health and Fitness","Level 13","Special Education Non-credit Course (all levels)","15"
"2023-2024","KPFNN","Personal Health and Fitness","Level 14","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KPFPN","Personal Health and Fitness","Level 16","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KPHAN","Choice Making for Healthy Living","Level 1","Special Education Non-credit Course (all levels)","1010"
"2023-2024","KPHBN","Choice Making for Healthy Living","Level 2","Special Education Non-credit Course (all levels)","640"
"2023-2024","KPHCN","Choice Making for Healthy Living","Level 3","Special Education Non-credit Course (all levels)","575"
"2023-2024","KPHDN","Choice Making for Healthy Living","Level 4","Special Education Non-credit Course (all levels)","420"
"2023-2024","KPHEN","Choice Making for Healthy Living","Level 5","Special Education Non-credit Course (all levels)","300"
"2023-2024","KPHFN","Choice Making for Healthy Living","Level 6","Special Education Non-credit Course (all levels)","160"
"2023-2024","KPHGN","Choice Making for Healthy Living","Level 7","Special Education Non-credit Course (all levels)","135"
"2023-2024","KPHHN","Choice Making for Healthy Living","Level 8","Special Education Non-credit Course (all levels)","30"
"2023-2024","KPHIN","Choice Making for Healthy Living","Level 9","Special Education Non-credit Course (all levels)","15"
"2023-2024","KPHJN","Choice Making for Healthy Living","Level 10","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KPHKN","Choice Making for Healthy Living","Level 11","Special Education Non-credit Course (all levels)","20"
"2023-2024","KPHMN","Choice Making for Healthy Living","Level 13","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KPHPN","Choice Making for Healthy Living","Level 16","Special Education Non-credit Course (all levels)","20"
"2023-2024","KPPAN","Self Help and Self Care","Level 1","Special Education Non-credit Course (all levels)","970"
"2023-2024","KPPBN","Self Help and Self Care","Level 2","Special Education Non-credit Course (all levels)","495"
"2023-2024","KPPCN","Self Help and Self Care","Level 3","Special Education Non-credit Course (all levels)","375"
"2023-2024","KPPDN","Self Help and Self Care","Level 4","Special Education Non-credit Course (all levels)","435"
"2023-2024","KPPEN","Self Help and Self Care","Level 5","Special Education Non-credit Course (all levels)","180"
"2023-2024","KPPFN","Self Help and Self Care","Level 6","Special Education Non-credit Course (all levels)","140"
"2023-2024","KPPGN","Self Help and Self Care","Level 7","Special Education Non-credit Course (all levels)","130"
"2023-2024","KPPHN","Self Help and Self Care","Level 8","Special Education Non-credit Course (all levels)","15"
"2023-2024","KPPIN","Self Help and Self Care","Level 9","Special Education Non-credit Course (all levels)","35"
"2023-2024","KPPJN","Self Help and Self Care","Level 10","Special Education Non-credit Course (all levels)","25"
"2023-2024","KPPKN","Self Help and Self Care","Level 11","Special Education Non-credit Course (all levels)","40"
"2023-2024","KPPLN","Self Help and Self Care","Level 12","Special Education Non-credit Course (all levels)","20"
"2023-2024","KPPMN","Self Help and Self Care","Level 13","Special Education Non-credit Course (all levels)","15"
"2023-2024","KPPNN","Self Help and Self Care","Level 14","Special Education Non-credit Course (all levels)","80"
"2023-2024","KPPPN","Self Help and Self Care","Level 16","Special Education Non-credit Course (all levels)","80"
"2023-2024","KSNAN","Exploring Our Environment","Level 1","Special Education Non-credit Course (all levels)","1015"
"2023-2024","KSNBN","Exploring Our Environment","Level 2","Special Education Non-credit Course (all levels)","810"
"2023-2024","KSNCN","Exploring Our Environment","Level 3","Special Education Non-credit Course (all levels)","330"
"2023-2024","KSNDN","Exploring Our Environment","Level 4","Special Education Non-credit Course (all levels)","330"
"2023-2024","KSNEN","Exploring Our Environment","Level 5","Special Education Non-credit Course (all levels)","165"
"2023-2024","KSNFN","Exploring Our Environment","Level 6","Special Education Non-credit Course (all levels)","125"
"2023-2024","KSNGN","Exploring Our Environment","Level 7","Special Education Non-credit Course (all levels)","75"
"2023-2024","KSNHN","Exploring Our Environment","Level 8","Special Education Non-credit Course (all levels)","30"
"2023-2024","KSNIN","Exploring Our Environment","Level 9","Special Education Non-credit Course (all levels)","15"
"2023-2024","KSNJN","Exploring Our Environment","Level 10","Special Education Non-credit Course (all levels)","50"
"2023-2024","KSNKN","Exploring Our Environment","Level 11","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KSNLN","Exploring Our Environment","Level 12","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KSNMN","Exploring Our Environment","Level 13","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KSNNN","Exploring Our Environment","Level 14","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KSNON","Exploring Our Environment","Level 15","Special Education Non-credit Course (all levels)","15"
"2023-2024","KSNPN","Exploring Our Environment","Level 16","Special Education Non-credit Course (all levels)","30"
"2023-2024","KTTAN","Computer Skills","Level 1","Special Education Non-credit Course (all levels)","655"
"2023-2024","KTTBN","Computer Skills","Level 2","Special Education Non-credit Course (all levels)","575"
"2023-2024","KTTCN","Computer Skills","Level 3","Special Education Non-credit Course (all levels)","245"
"2023-2024","KTTDN","Computer Skills","Level 4","Special Education Non-credit Course (all levels)","270"
"2023-2024","KTTEN","Computer Skills","Level 5","Special Education Non-credit Course (all levels)","140"
"2023-2024","KTTFN","Computer Skills","Level 6","Special Education Non-credit Course (all levels)","90"
"2023-2024","KTTGN","Computer Skills","Level 7","Special Education Non-credit Course (all levels)","65"
"2023-2024","KTTHN","Computer Skills","Level 8","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KTTIN","Computer Skills","Level 9","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KTTKN","Computer Skills","Level 11","Special Education Non-credit Course (all levels)","<10"
"2023-2024","KTTPN","Computer Skills","Level 16","Special Education Non-credit Course (all levels)","<10"
"2023-2024","LASBO","American Sign Language as a Second Language, Level 1","Level 2","Open (Grade 9 - 12 level)","350"
"2023-2024","LDCCO","Amharic","Level 3","Open (Grade 9 - 12 level)","<10"
"2023-2024","LIPBD","Punjabi","Level 2","Academic (Grade 9 & 10 level)","30"
"2023-2024","LIPCU","Punjabi","Level 3","University Preparation (Grade 11 & 12 level)","20"
"2023-2024","LIPDU","Punjabi","Level 4","University Preparation (Grade 11 & 12 level)","<10"
"2023-2024","LITBD","Tamil","Level 2","Academic (Grade 9 & 10 level)","<10"
"2023-2024","LKCCU","Cantonese","Level 3","University Preparation (Grade 11 & 12 level)","<10"
"2023-2024","LKJBD","Japanese","Level 2","Academic (Grade 9 & 10 level)","105"
"2023-2024","LKJBO","Japanese","Level 2","Open (Grade 9 - 12 level)","<10"
"2023-2024","LKJCU","Japanese","Level 3","University Preparation (Grade 11 & 12 level)","<10"
"2023-2024","LKJDU","Japanese","Level 4","University Preparation (Grade 11 & 12 level)","<10"
"2023-2024","LKMBD","Traditional Chinese (Mandarin)","Level 2","Academic (Grade 9 & 10 level)","30"
"2023-2024","LKMCU","Traditional Chinese (Mandarin)","Level 3","University Preparation (Grade 11 & 12 level)","20"
"2023-2024","LKMDU","Traditional Chinese (Mandarin)","Level 4","University Preparation (Grade 11 & 12 level)","35"
"2023-2024","LNAAO","Cayuga","Level 1","Open (Grade 9 - 12 level)","80"
"2023-2024","LNABO","Cayuga","Level 2","Open (Grade 9 - 12 level)","<10"
"2023-2024","LNACO","Cayuga","Level 3","Open (Grade 9 - 12 level)","<10"
"2023-2024","LNB4T","Conversational Ojibway","Grade 12","College Delivered (Dual Credits)","<10"
"2023-2024","LNCAO","Cree","Level 1","Open (Grade 9 - 12 level)","75"
"2023-2024","LNCBO","Cree","Level 2","Open (Grade 9 - 12 level)","30"
"2023-2024","LNIAO","Inuktitut","Level 1","Open (Grade 9 - 12 level)","<10"
"2023-2024","LNIBO","Inuktitut","Level 2","Open (Grade 9 - 12 level)","<10"
"2023-2024","LNLAO","Oji-Cree","Level 1","Open (Grade 9 - 12 level)","60"
"2023-2024","LNLBO","Oji-Cree","Level 2","Open (Grade 9 - 12 level)","20"
"2023-2024","LNMAO","Mohawk","Level 1","Open (Grade 9 - 12 level)","250"
"2023-2024","LNMBO","Mohawk","Level 2","Open (Grade 9 - 12 level)","85"
"2023-2024","LNMCO","Mohawk","Level 3","Open (Grade 9 - 12 level)","55"
"2023-2024","LNMDO","Mohawk","Level 4","Open (Grade 9 - 12 level)","15"
"2023-2024","LNMEO","Mohawk","Level 5","Open (Grade 9 - 12 level)","10"
"2023-2024","LNNAO","Oneida","Level 1","Open (Grade 9 - 12 level)","65"
"2023-2024","LNNBO","Oneida","Level 2","Open (Grade 9 - 12 level)","40"
"2023-2024","LNNCO","Oneida","Level 3","Open (Grade 9 - 12 level)","25"
"2023-2024","LNNDO","Oneida","Level 4","Open (Grade 9 - 12 level)","10"
"2023-2024","LNNEO","Oneida","Level 5","Open (Grade 9 - 12 level)","<10"
