"year","month","cma_code","cma","cases","fts","ftsp","ftc","fs1","fs2","fs3","age24","age2554","age55","male","female","moa04","moa512","moa1318","moa19"
2014,6,"537","537 - Hamilton",12824,7488,4011,1325,7488,2442,2894,2606,8982,1236,5892,6932,3104,3478,1404,4838
2014,6,"539","539 - St. Catharines--Niagara",9978,6458,2694,826,6458,1714,1806,2392,6656,930,4630,5348,2362,2919,1055,3642
2014,6,"541","541 - Kitchener--Cambridge--Waterloo",8430,5026,2661,743,5026,1513,1891,1820,5833,777,3802,4628,2007,2325,910,3188
2014,6,"543","543 - Brantford",2208,1229,762,217,1229,476,503,616,1422,170,913,1295,610,697,245,656
2014,6,"550","550 - Guelph",1589,1014,443,132,1014,271,304,340,1093,156,762,827,488,431,185,485
2014,6,"555","555 - London",12422,7735,3404,1283,7735,2180,2507,2946,8271,1205,5838,6584,2795,3341,1327,4959
2014,6,"559","559 - Windsor",8546,4844,2729,973,4844,1593,2109,1757,5921,868,3720,4826,1757,2179,923,3687
2014,6,"568","568 - Barrie",3579,2398,975,206,2398,596,585,920,2387,272,1695,1884,912,1117,438,1112
2014,6,"580","580 - Greater Sudbury",3312,2129,915,268,2129,597,586,818,2255,239,1601,1711,1028,931,360,993
2014,6,"595","595 - Thunder Bay",2352,1397,749,206,1397,429,526,602,1624,126,1016,1336,750,733,266,603
2014,9,"505","505 - Ottawa--Gatineau",17049,10539,4848,1662,10539,2616,3894,3413,11826,1810,7930,9119,4242,4694,1985,6128
2014,9,"521","521 - Kingston",2849,1835,789,225,1835,522,492,688,1897,264,1283,1566,721,854,321,953
2014,9,"529","529 - Peterborough",3361,2075,910,376,2075,637,649,951,2161,249,1585,1776,720,894,399,1348
2014,9,"532","532 - Oshawa",6697,4077,2164,456,4077,1290,1330,1738,4430,529,2943,3754,1318,1911,832,2636
2014,9,"535","535 - Toronto",103802,61328,31472,11002,61328,18407,24067,14548,75208,14046,46177,57625,18461,24241,11187,49913
2014,9,"537","537 - Hamilton",12403,7133,3998,1272,7133,2395,2875,2449,8744,1210,5559,6844,2798,3347,1490,4768
2014,9,"539","539 - St. Catharines--Niagara",9413,5945,2648,820,5945,1651,1817,2121,6369,923,4248,5165,2255,2484,1127,3547
2014,9,"541","541 - Kitchener--Cambridge--Waterloo",8118,4786,2609,723,4786,1492,1840,1687,5653,778,3604,4514,1848,2243,888,3139
2014,9,"543","543 - Brantford",2103,1153,746,204,1153,476,474,570,1369,164,861,1242,552,635,254,662
2014,9,"550","550 - Guelph",1595,1010,458,127,1010,281,304,333,1104,158,750,845,466,425,185,519
2014,9,"555","555 - London",12143,7461,3447,1235,7461,2196,2486,2738,8191,1214,5628,6515,2733,3067,1432,4911
2014,9,"559","559 - Windsor",8370,4662,2710,998,4662,1590,2118,1615,5880,875,3662,4708,1716,2029,960,3665
2014,9,"568","568 - Barrie",3403,2246,963,194,2246,583,574,816,2330,257,1575,1828,876,991,420,1116
2014,9,"580","580 - Greater Sudbury",3125,1982,895,248,1982,547,596,749,2142,234,1479,1646,860,895,350,1020
2014,9,"595","595 - Thunder Bay",2224,1273,764,187,1273,440,511,558,1535,131,931,1293,620,723,277,604
2014,12,"505","505 - Ottawa--Gatineau",16612,10458,4656,1498,10458,2461,3693,3382,11525,1705,7908,8704,3426,4170,1978,7038
2014,12,"521","521 - Kingston",2624,1704,727,193,1704,484,436,668,1746,210,1215,1409,601,638,297,1088
2014,12,"529","529 - Peterborough",3147,1986,840,321,1986,554,607,862,2049,236,1537,1610,558,685,366,1538
2014,12,"532","532 - Oshawa",6322,3878,2016,428,3878,1213,1231,1601,4220,501,2808,3514,1000,1409,703,3210
2014,12,"535","535 - Toronto",98356,58530,29650,10176,58530,17139,22687,13703,71721,12932,44222,54134,15112,19963,9738,53543
2014,12,"537","537 - Hamilton",12053,7057,3838,1158,7057,2250,2746,2451,8483,1119,5505,6548,2228,2978,1282,5565
2014,12,"539","539 - St. Catharines--Niagara",9178,5918,2508,752,5918,1543,1717,2128,6200,850,4239,4939,2022,1955,1100,4101
2014,12,"541","541 - Kitchener--Cambridge--Waterloo",7918,4730,2560,628,4730,1452,1736,1642,5534,742,3567,4351,1534,1910,901,3573
2014,12,"543","543 - Brantford",1971,1110,686,175,1110,420,441,554,1280,137,847,1124,476,492,246,757
2014,12,"550","550 - Guelph",1538,987,444,107,987,260,291,325,1075,138,745,793,376,404,166,592
2014,12,"555","555 - London",12014,7567,3293,1154,7567,2073,2374,2655,8153,1206,5789,6225,2111,2647,1308,5948
2014,12,"559","559 - Windsor",7993,4513,2560,920,4513,1500,1980,1505,5646,842,3546,4447,1276,1518,833,4366
2014,12,"568","568 - Barrie",3245,2156,910,179,2156,542,547,799,2210,236,1534,1711,713,880,379,1273
2014,12,"580","580 - Greater Sudbury",2956,1878,856,222,1878,513,565,743,2004,209,1388,1568,668,757,337,1194
2014,12,"595","595 - Thunder Bay",2174,1276,726,172,1276,405,493,568,1493,113,929,1245,482,599,263,830
2015,3,"505","505 - Ottawa--Gatineau",17400,11137,4737,1526,11137,2485,3778,3488,12091,1821,8503,8897,3504,4315,2065,7516
2015,3,"521","521 - Kingston",2719,1791,726,202,1791,468,460,702,1784,233,1290,1429,603,638,340,1138
2015,3,"529","529 - Peterborough",3292,2085,865,342,2085,605,602,918,2134,240,1643,1649,619,711,364,1598
2015,3,"532","532 - Oshawa",6616,4126,2048,442,4126,1243,1247,1676,4409,531,2987,3629,1125,1319,815,3357
2015,3,"535","535 - Toronto",101787,61561,29899,10327,61561,17227,22999,14277,73891,13619,46638,55149,16385,20256,10339,54807
2015,3,"537","537 - Hamilton",12633,7534,3901,1198,7534,2302,2797,2556,8899,1178,5905,6728,2438,2974,1373,5848
2015,3,"539","539 - St. Catharines--Niagara",9718,6350,2594,774,6350,1580,1788,2299,6503,916,4600,5118,2197,2054,1125,4342
2015,3,"541","541 - Kitchener--Cambridge--Waterloo",8274,5028,2593,653,5028,1477,1769,1729,5782,763,3773,4501,1671,1862,1002,3739
2015,3,"543","543 - Brantford",2024,1167,690,167,1167,424,433,570,1307,147,888,1136,505,464,258,797
2015,3,"550","550 - Guelph",1621,1064,444,113,1064,259,298,353,1124,144,811,810,389,424,178,630
2015,3,"555","555 - London",12612,8011,3394,1207,8011,2112,2489,2788,8581,1243,6217,6395,2212,2771,1375,6254
2015,3,"559","559 - Windsor",8296,4827,2581,888,4827,1497,1972,1580,5845,871,3751,4545,1295,1661,800,4540
2015,3,"568","568 - Barrie",3452,2326,946,180,2326,552,574,846,2342,264,1663,1789,839,805,445,1363
2015,3,"580","580 - Greater Sudbury",3182,2053,888,241,2053,537,592,813,2139,230,1538,1644,784,765,349,1284
2015,3,"595","595 - Thunder Bay",2314,1395,742,177,1395,420,499,611,1571,132,1042,1272,570,555,294,895
2015,6,"505","505 - Ottawa--Gatineau",18226,11657,4918,1651,11657,2601,3968,3713,12596,1917,8866,9360,3473,4485,2254,8014
2015,6,"521","521 - Kingston",2835,1878,764,193,1878,490,467,731,1866,238,1331,1504,649,672,331,1183
2015,6,"529","529 - Peterborough",3407,2141,909,357,2141,624,642,958,2200,249,1648,1759,600,793,366,1648
2015,6,"532","532 - Oshawa",6707,4206,2073,428,4206,1221,1280,1669,4495,543,2991,3716,1041,1384,800,3482
2015,6,"535","535 - Toronto",103356,62468,30531,10357,62468,17521,23367,14475,74900,13981,46937,56419,15775,20941,10916,55724
2015,6,"537","537 - Hamilton",13186,7858,4099,1229,7858,2374,2954,2679,9259,1248,6070,7116,2431,3045,1616,6094
2015,6,"539","539 - St. Catharines--Niagara",9883,6380,2736,767,6380,1675,1828,2287,6657,939,4569,5314,1800,2469,1052,4562
2015,6,"541","541 - Kitchener--Cambridge--Waterloo",8433,5080,2688,665,5080,1510,1843,1749,5899,785,3815,4618,1553,1926,1024,3930
2015,6,"543","543 - Brantford",1969,1091,702,176,1091,447,431,545,1269,155,808,1161,431,460,245,833
2015,6,"550","550 - Guelph",1667,1089,463,115,1089,265,313,352,1163,152,808,859,384,442,188,653
2015,6,"555","555 - London",12900,8113,3557,1230,8113,2205,2582,2878,8752,1270,6251,6649,2011,2966,1418,6505
2015,6,"559","559 - Windsor",8486,4885,2672,929,4885,1544,2057,1636,5953,897,3768,4718,1286,1724,807,4669
2015,6,"568","568 - Barrie",3406,2257,962,187,2257,566,583,835,2298,273,1616,1790,666,834,444,1462
2015,6,"580","580 - Greater Sudbury",3306,2109,945,252,2109,584,613,859,2212,235,1529,1777,771,819,380,1336
2015,6,"595","595 - Thunder Bay",2387,1418,771,198,1418,417,552,588,1662,137,1041,1346,562,598,293,934
2015,9,"505","505 - Ottawa--Gatineau",18388,11758,5010,1620,11758,2638,3992,3557,12858,1973,8938,9450,3256,4260,2437,8435
2015,9,"521","521 - Kingston",2739,1791,751,197,1791,487,461,665,1836,238,1247,1492,580,616,310,1233
2015,9,"529","529 - Peterborough",3296,2077,886,333,2077,604,615,929,2118,249,1579,1717,538,733,366,1659
2015,9,"532","532 - Oshawa",6544,4091,2048,405,4091,1191,1262,1530,4448,566,2915,3629,945,1344,707,3548
2015,9,"535","535 - Toronto",102327,61638,30448,10241,61638,17507,23182,13952,74207,14168,46131,56196,14827,20270,11194,56036
2015,9,"537","537 - Hamilton",13098,7820,4086,1192,7820,2351,2927,2538,9266,1294,6026,7072,2081,2905,1774,6338
2015,9,"539","539 - St. Catharines--Niagara",9712,6272,2706,734,6272,1648,1792,2171,6578,963,4439,5273,1663,2274,1138,4637
2015,9,"541","541 - Kitchener--Cambridge--Waterloo",8270,4971,2632,667,4971,1466,1833,1666,5781,823,3732,4538,1475,1774,1013,4008
2015,9,"543","543 - Brantford",1948,1078,713,157,1078,427,443,532,1260,156,802,1146,462,427,212,847
2015,9,"550","550 - Guelph",1643,1059,468,116,1059,273,311,330,1164,149,788,855,348,396,221,678
2015,9,"555","555 - London",12952,8147,3540,1265,8147,2187,2618,2830,8791,1331,6270,6682,1930,2735,1600,6687
2015,9,"559","559 - Windsor",8348,4762,2638,948,4762,1516,2070,1538,5893,917,3675,4673,1117,1573,954,4704
2015,9,"568","568 - Barrie",3350,2196,958,196,2196,576,578,758,2310,282,1562,1788,599,799,423,1529
2015,9,"580","580 - Greater Sudbury",3212,2053,924,235,2053,542,617,780,2185,247,1472,1740,698,769,413,1332
2015,9,"595","595 - Thunder Bay",2324,1374,750,200,1374,424,526,563,1623,138,1023,1301,480,565,310,969
2015,12,"505","505 - Ottawa--Gatineau",18545,11886,5022,1637,11886,2662,3997,3465,12965,2115,9063,9482,3259,4099,2355,8832
2015,12,"521","521 - Kingston",2701,1815,692,194,1815,430,456,647,1803,251,1263,1438,595,589,292,1225
2015,12,"529","529 - Peterborough",3196,2066,829,301,2066,558,572,860,2087,249,1586,1610,536,667,334,1659
2015,12,"532","532 - Oshawa",6399,3998,1990,411,3998,1150,1251,1457,4378,564,2840,3559,926,1263,683,3527
2015,12,"535","535 - Toronto",100402,60574,29596,10232,60574,17038,22790,13030,73059,14313,45648,54754,14811,19087,10530,55974
2015,12,"537","537 - Hamilton",12901,7817,3909,1175,7817,2252,2832,2423,9160,1318,6009,6892,2041,2719,1582,6559
2015,12,"539","539 - St. Catharines--Niagara",9746,6379,2639,728,6379,1611,1756,2059,6668,1019,4569,5177,1801,2339,956,4650
2015,12,"541","541 - Kitchener--Cambridge--Waterloo",8172,4998,2503,671,4998,1401,1773,1593,5708,871,3771,4401,1515,1684,908,4065
2015,12,"543","543 - Brantford",1999,1146,696,157,1146,410,443,537,1304,158,853,1146,533,429,191,846
2015,12,"550","550 - Guelph",1655,1072,465,118,1072,280,303,344,1156,155,797,858,378,367,219,691
2015,12,"555","555 - London",12642,7964,3491,1187,7964,2125,2553,2667,8650,1325,6119,6523,1830,2501,1498,6813
2015,12,"559","559 - Windsor",8167,4690,2550,927,4690,1453,2024,1427,5800,940,3665,4502,1102,1464,903,4698
2015,12,"568","568 - Barrie",3285,2156,925,204,2156,578,551,686,2301,298,1573,1712,646,699,382,1558
2015,12,"580","580 - Greater Sudbury",3190,2100,873,217,2100,516,574,737,2174,279,1540,1650,694,784,337,1375
2015,12,"595","595 - Thunder Bay",2367,1415,752,200,1415,411,541,553,1668,146,1051,1316,500,563,274,1030
2016,3,"505","505 - Ottawa--Gatineau",19332,12534,5079,1719,12534,2722,4076,3579,13533,2220,9581,9751,3244,4261,2344,9483
2016,3,"521","521 - Kingston",2811,1888,702,221,1888,441,482,648,1892,271,1345,1466,586,654,299,1272
2016,3,"529","529 - Peterborough",3382,2216,837,329,2216,580,586,901,2219,262,1713,1669,570,694,364,1754
2016,3,"532","532 - Oshawa",6639,4251,1965,423,4251,1165,1223,1477,4549,613,3039,3600,1051,1224,748,3616
2016,3,"535","535 - Toronto",103302,63209,29558,10535,63209,17183,22910,13357,75016,14929,47694,55608,15718,19364,10568,57652
2016,3,"537","537 - Hamilton",13446,8292,3929,1225,8292,2254,2900,2462,9605,1379,6427,7019,2260,2675,1552,6959
2016,3,"539","539 - St. Catharines--Niagara",10319,6838,2714,767,6838,1655,1826,2179,7064,1076,4920,5399,1845,2257,1217,5000
2016,3,"541","541 - Kitchener--Cambridge--Waterloo",8533,5318,2528,687,5318,1418,1797,1648,5969,916,4016,4517,1592,1772,901,4268
2016,3,"543","543 - Brantford",2136,1260,709,167,1260,436,440,557,1399,180,932,1204,526,505,218,887
2016,3,"550","550 - Guelph",1774,1197,458,119,1197,268,309,378,1229,167,875,899,405,430,199,740
2016,3,"555","555 - London",13344,8485,3560,1299,8485,2201,2658,2809,9106,1429,6572,6772,2079,2587,1462,7216
2016,3,"559","559 - Windsor",8338,4881,2511,946,4881,1427,2030,1444,5902,992,3813,4525,1081,1499,855,4903
2016,3,"568","568 - Barrie",3268,2177,891,200,2177,558,533,679,2284,305,1583,1685,666,679,382,1541
2016,3,"580","580 - Greater Sudbury",3433,2302,901,230,2302,529,602,813,2326,294,1671,1762,772,801,379,1481
2016,3,"595","595 - Thunder Bay",2484,1526,742,216,1526,414,544,580,1743,161,1136,1348,498,576,283,1127
2016,6,"505","505 - Ottawa--Gatineau",19634,12707,5163,1764,12707,2713,4214,3692,13697,2245,9590,10044,3372,4280,2231,9751
2016,6,"521","521 - Kingston",2880,1943,729,208,1943,457,480,690,1932,258,1356,1524,620,654,313,1293
2016,6,"529","529 - Peterborough",3390,2216,839,335,2216,600,574,924,2205,261,1698,1692,610,679,382,1719
2016,6,"532","532 - Oshawa",6679,4243,2017,419,4243,1195,1241,1477,4577,625,3015,3664,1127,1252,693,3607
2016,6,"535","535 - Toronto",104090,63780,29830,10480,63780,17228,23082,13659,75539,14892,47752,56338,15811,20429,10347,57503
2016,6,"537","537 - Hamilton",13369,8170,3954,1245,8170,2250,2949,2476,9508,1385,6297,7072,2250,2656,1515,6948
2016,6,"539","539 - St. Catharines--Niagara",10191,6669,2764,758,6669,1699,1823,2178,6956,1057,4744,5447,1686,2288,1334,4883
2016,6,"541","541 - Kitchener--Cambridge--Waterloo",8600,5328,2569,703,5328,1426,1846,1664,5999,937,3990,4610,1531,1867,930,4272
2016,6,"543","543 - Brantford",2090,1202,728,160,1202,438,450,551,1371,168,860,1230,480,544,217,849
2016,6,"550","550 - Guelph",1778,1177,470,131,1177,285,316,376,1235,167,865,913,358,466,207,747
2016,6,"555","555 - London",13396,8510,3551,1335,8510,2159,2727,2840,9082,1474,6504,6892,2112,2708,1359,7217
2016,6,"559","559 - Windsor",8193,4761,2468,964,4761,1404,2028,1397,5841,955,3704,4489,1042,1466,833,4852
2016,6,"568","568 - Barrie",3136,2068,869,199,2068,556,512,646,2202,288,1504,1632,610,689,347,1490
2016,6,"580","580 - Greater Sudbury",3550,2344,958,248,2344,583,623,843,2415,292,1690,1860,829,855,400,1466
2016,6,"595","595 - Thunder Bay",2633,1592,818,223,1592,451,590,617,1858,158,1210,1423,575,592,313,1153
2016,9,"505","505 - Ottawa--Gatineau",19781,12713,5245,1823,12713,2753,4315,3655,13804,2322,9603,10178,3419,4267,2149,9946
2016,9,"521","521 - Kingston",2804,1904,715,185,1904,442,458,638,1906,260,1326,1478,567,651,304,1282
2016,9,"529","529 - Peterborough",3385,2176,885,324,2176,608,601,900,2211,274,1650,1735,541,758,334,1752
2016,9,"532","532 - Oshawa",6423,4047,1982,394,4047,1137,1239,1334,4454,635,2849,3574,942,1294,620,3567
2016,9,"535","535 - Toronto",104228,63844,29991,10393,63844,17130,23254,13514,75917,14797,47671,56557,14741,21977,9924,57586
2016,9,"537","537 - Hamilton",13373,8128,3989,1256,8128,2266,2979,2453,9562,1358,6268,7105,2225,2809,1324,7015
2016,9,"539","539 - St. Catharines--Niagara",10042,6568,2727,747,6568,1694,1780,2082,6925,1035,4702,5340,1700,2211,1081,5050
2016,9,"541","541 - Kitchener--Cambridge--Waterloo",8534,5241,2583,710,5241,1438,1855,1588,6032,914,3987,4547,1518,1886,869,4261
2016,9,"543","543 - Brantford",2028,1148,735,145,1148,437,443,514,1353,161,836,1192,443,533,209,843
2016,9,"550","550 - Guelph",1764,1150,475,139,1150,286,328,365,1233,166,872,892,388,448,190,738
2016,9,"555","555 - London",13293,8428,3521,1344,8428,2107,2758,2702,9103,1488,6469,6824,2125,2723,1256,7189
2016,9,"559","559 - Windsor",7936,4570,2432,934,4570,1370,1996,1290,5665,981,3562,4374,987,1422,751,4776
2016,9,"568","568 - Barrie",2927,1871,865,191,1871,563,493,560,2086,281,1350,1577,544,662,290,1431
2016,9,"580","580 - Greater Sudbury",3558,2334,990,234,2334,587,637,863,2394,301,1670,1888,702,944,383,1529
2016,9,"595","595 - Thunder Bay",2604,1593,809,202,1593,442,569,580,1870,154,1212,1392,503,654,280,1167
2016,12,"505","505 - Ottawa--Gatineau",19507,12580,5124,1803,12580,2643,4284,3484,13655,2368,9587,9920,3314,4131,2101,9961
2016,12,"521","521 - Kingston",2660,1833,654,173,1833,404,423,593,1814,253,1272,1388,530,599,269,1262
2016,12,"529","529 - Peterborough",3310,2168,834,308,2168,555,587,863,2176,271,1630,1680,557,706,320,1727
2016,12,"532","532 - Oshawa",6241,3923,1941,377,3923,1084,1234,1270,4365,606,2786,3455,968,1245,601,3427
2016,12,"535","535 - Toronto",101376,62137,29002,10237,62137,16560,22679,12620,74105,14651,46728,54648,14629,20629,9840,56278
2016,12,"537","537 - Hamilton",12994,7925,3836,1233,7925,2159,2910,2209,9416,1369,6182,6812,2143,2780,1215,6856
2016,12,"539","539 - St. Catharines--Niagara",9732,6414,2607,711,6414,1607,1711,1931,6774,1027,4587,5145,1722,2023,1037,4950
2016,12,"541","541 - Kitchener--Cambridge--Waterloo",8529,5272,2563,694,5272,1415,1842,1593,6013,923,4002,4527,1560,1893,854,4222
2016,12,"543","543 - Brantford",1982,1148,689,145,1148,417,417,491,1340,151,839,1143,429,499,230,824
2016,12,"550","550 - Guelph",1712,1116,467,129,1116,287,309,350,1200,162,841,871,373,398,196,745
2016,12,"555","555 - London",12801,8125,3402,1274,8125,2009,2667,2487,8850,1464,6200,6601,2037,2576,1276,6912
2016,12,"559","559 - Windsor",7610,4396,2306,908,4396,1315,1899,1203,5440,967,3403,4207,1073,1208,737,4592
2016,12,"568","568 - Barrie",2685,1708,804,173,1708,517,460,503,1920,262,1235,1450,531,585,263,1306
2016,12,"580","580 - Greater Sudbury",3358,2245,895,218,2245,551,562,775,2286,297,1630,1728,703,799,378,1478
2016,12,"595","595 - Thunder Bay",2545,1570,772,203,1570,417,558,550,1847,148,1182,1363,478,645,265,1157
2017,3,"505","505 - Ottawa--Gatineau",20077,12868,5182,2027,12868,2677,4532,3562,14108,2407,9986,10091,3567,4445,1981,10084
2017,3,"521","521 - Kingston",2765,1916,664,185,1916,415,434,636,1873,256,1339,1426,587,623,287,1268
2017,3,"529","529 - Peterborough",3375,2234,830,311,2234,544,597,873,2217,285,1688,1687,596,689,346,1744
2017,3,"532","532 - Oshawa",6384,4006,1981,397,4006,1126,1252,1257,4505,622,2878,3506,1090,1306,585,3403
2017,3,"535","535 - Toronto",103378,63666,29114,10598,63666,16508,23204,12876,75543,14959,48222,55156,16122,20695,10618,55943
2017,3,"537","537 - Hamilton",13410,8118,3860,1432,8118,2153,3139,2222,9792,1396,6514,6896,2464,2877,1299,6770
2017,3,"539","539 - St. Catharines--Niagara",9887,6567,2605,715,6567,1586,1734,1971,6849,1067,4687,5200,1787,2119,1028,4953
2017,3,"541","541 - Kitchener--Cambridge--Waterloo",8880,5454,2591,835,5454,1415,2011,1629,6290,961,4196,4684,1712,1992,934,4242
2017,3,"543","543 - Brantford",2031,1174,706,151,1174,413,444,529,1347,155,871,1160,493,504,233,801
2017,3,"550","550 - Guelph",1734,1108,484,142,1108,291,335,348,1217,169,857,877,382,406,209,737
2017,3,"555","555 - London",13340,8427,3496,1417,8427,2035,2878,2573,9270,1497,6623,6717,2329,2744,1331,6936
2017,3,"559","559 - Windsor",7699,4423,2288,988,4423,1243,2033,1188,5514,997,3534,4165,1289,1323,663,4424
2017,3,"568","568 - Barrie",2626,1682,771,173,1682,471,473,509,1856,261,1218,1408,617,550,259,1200
2017,3,"580","580 - Greater Sudbury",3461,2340,911,210,2340,531,590,810,2347,304,1713,1748,726,828,408,1499
2017,3,"595","595 - Thunder Bay",2559,1583,777,199,1583,430,546,567,1841,151,1193,1366,524,626,274,1135
2017,6,"505","505 - Ottawa--Gatineau",20499,12965,5420,2114,12965,2795,4739,3627,14473,2399,10003,10496,3515,4741,2054,10189
2017,6,"521","521 - Kingston",2850,1936,719,195,1936,443,471,650,1932,268,1360,1490,598,659,302,1291
2017,6,"529","529 - Peterborough",3337,2159,870,308,2159,574,604,848,2207,282,1628,1709,537,699,364,1737
2017,6,"532","532 - Oshawa",6431,3976,2066,389,3976,1165,1290,1280,4539,612,2834,3597,1069,1368,639,3355
2017,6,"535","535 - Toronto",103661,63487,29644,10530,63487,16588,23586,13028,75954,14679,47791,55870,15992,21196,10825,55648
2017,6,"537","537 - Hamilton",13349,7977,3993,1379,7977,2169,3203,2204,9757,1388,6280,7069,2221,3075,1369,6684
2017,6,"539","539 - St. Catharines--Niagara",9765,6353,2707,705,6353,1598,1814,1977,6767,1021,4469,5296,1661,2153,998,4953
2017,6,"541","541 - Kitchener--Cambridge--Waterloo",8955,5416,2711,828,5416,1450,2089,1605,6392,958,4163,4792,1582,2128,967,4278
2017,6,"543","543 - Brantford",2032,1157,736,139,1157,419,456,533,1356,143,830,1202,463,506,246,817
2017,6,"550","550 - Guelph",1786,1109,517,160,1109,307,370,369,1238,179,849,937,419,411,183,773
2017,6,"555","555 - London",13385,8337,3621,1427,8337,2059,2989,2576,9338,1471,6491,6894,2247,2936,1313,6889
2017,6,"559","559 - Windsor",7723,4378,2349,996,4378,1275,2070,1222,5518,983,3448,4275,1277,1515,623,4308
2017,6,"568","568 - Barrie",2532,1614,761,157,1614,455,463,503,1786,243,1154,1378,548,594,258,1132
2017,6,"580","580 - Greater Sudbury",3471,2273,976,222,2273,557,641,805,2357,309,1653,1818,674,859,410,1528
2017,6,"595","595 - Thunder Bay",2605,1591,808,206,1591,441,573,583,1878,144,1181,1424,542,584,310,1169
2017,9,"505","505 - Ottawa--Gatineau",20251,12641,5489,2121,12641,2755,4855,3452,14357,2442,9770,10481,3254,4686,2189,10122
2017,9,"521","521 - Kingston",2698,1815,706,177,1815,421,462,572,1879,247,1284,1414,471,660,302,1265
2017,9,"529","529 - Peterborough",3312,2160,865,287,2160,548,604,833,2195,284,1600,1712,497,716,367,1732
2017,9,"532","532 - Oshawa",6271,3846,2068,357,3846,1137,1288,1187,4466,618,2698,3573,933,1386,613,3339
2017,9,"535","535 - Toronto",103589,63161,29939,10489,63161,16593,23835,12872,76014,14703,47396,56193,14948,22434,10541,55666
2017,9,"537","537 - Hamilton",13271,7884,4003,1384,7884,2185,3202,2165,9688,1418,6244,7027,1889,3130,1497,6755
2017,9,"539","539 - St. Catharines--Niagara",9458,6106,2694,658,6106,1557,1795,1828,6645,985,4270,5188,1435,2124,1030,4869
2017,9,"541","541 - Kitchener--Cambridge--Waterloo",8944,5360,2739,845,5360,1454,2130,1553,6432,959,4126,4818,1477,2147,984,4336
2017,9,"543","543 - Brantford",1981,1126,726,129,1126,403,452,497,1356,128,802,1179,395,537,236,813
2017,9,"550","550 - Guelph",1754,1082,523,149,1082,314,358,344,1237,173,837,917,354,444,184,772
2017,9,"555","555 - London",13231,8166,3616,1449,8166,2030,3035,2471,9253,1507,6367,6864,2051,2952,1370,6858
2017,9,"559","559 - Windsor",7587,4235,2356,996,4235,1260,2092,1174,5440,973,3313,4274,1185,1653,659,4090
2017,9,"568","568 - Barrie",2418,1508,751,159,1508,446,464,451,1731,236,1069,1349,513,575,230,1100
2017,9,"580","580 - Greater Sudbury",3324,2123,997,204,2123,544,657,740,2290,294,1520,1804,590,813,404,1517
2017,9,"595","595 - Thunder Bay",2538,1548,803,187,1548,419,571,538,1855,145,1114,1424,400,643,307,1188
2017,12,"505","505 - Ottawa--Gatineau",19719,12313,5312,2094,12313,2693,4713,3317,13942,2460,9567,10152,2908,4543,2243,10025
2017,12,"521","521 - Kingston",2607,1766,679,162,1766,393,448,530,1833,244,1234,1373,401,640,295,1271
2017,12,"529","529 - Peterborough",3145,2032,845,268,2032,512,601,719,2147,279,1512,1633,427,644,348,1726
2017,12,"532","532 - Oshawa",6242,3802,2081,359,3802,1126,1314,1157,4463,622,2678,3564,944,1336,625,3337
2017,12,"535","535 - Toronto",101785,61934,29349,10502,61934,16169,23682,12233,74980,14572,46946,54839,13781,21889,10650,55465
2017,12,"537","537 - Hamilton",12815,7597,3858,1360,7597,2087,3131,2016,9400,1399,6073,6742,1700,2967,1469,6679
2017,12,"539","539 - St. Catharines--Niagara",9339,6066,2626,647,6066,1480,1793,1774,6585,980,4248,5091,1460,2032,1063,4784
2017,12,"541","541 - Kitchener--Cambridge--Waterloo",8969,5335,2726,908,5335,1435,2199,1513,6469,987,4206,4763,1561,2077,1007,4324
2017,12,"543","543 - Brantford",1986,1154,706,126,1154,378,454,480,1364,142,826,1160,370,537,236,843
2017,12,"550","550 - Guelph",1726,1076,513,137,1076,306,344,323,1223,180,834,892,263,489,194,780
2017,12,"555","555 - London",13025,7981,3541,1503,7981,1956,3088,2320,9192,1513,6350,6675,2016,2843,1388,6778
2017,12,"559","559 - Windsor",7411,4133,2272,1006,4133,1196,2082,1101,5374,936,3273,4138,1109,1696,694,3912
2017,12,"568","568 - Barrie",2457,1570,736,151,1570,422,465,475,1728,254,1118,1339,602,589,221,1045
2017,12,"580","580 - Greater Sudbury",3268,2120,947,201,2120,522,626,697,2284,287,1570,1698,656,689,402,1521
2017,12,"595","595 - Thunder Bay",2434,1499,734,201,1499,390,545,523,1773,138,1087,1347,377,569,306,1182
2018,3,"505","505 - Ottawa--Gatineau",19481,12292,5147,2042,12292,2590,4599,3318,13706,2457,9564,9917,2647,4350,2390,10094
2018,3,"521","521 - Kingston",2677,1808,703,166,1808,421,448,537,1904,236,1283,1394,433,615,341,1288
2018,3,"529","529 - Peterborough",3176,2066,827,283,2066,497,613,711,2170,295,1577,1599,418,653,362,1743
2018,3,"532","532 - Oshawa",6339,3954,2029,356,3954,1084,1301,1156,4550,633,2829,3510,979,1302,707,3351
2018,3,"535","535 - Toronto",101655,61947,29061,10647,61947,15950,23758,12051,75179,14425,47249,54406,13512,21055,11792,55296
2018,3,"537","537 - Hamilton",12641,7525,3785,1331,7525,2019,3097,1953,9291,1397,6079,6562,1634,2582,1718,6707
2018,3,"539","539 - St. Catharines--Niagara",9423,6171,2597,655,6171,1454,1798,1769,6715,939,4391,5032,1452,2093,1091,4787
2018,3,"541","541 - Kitchener--Cambridge--Waterloo",8997,5371,2715,911,5371,1450,2176,1500,6490,1007,4266,4731,1521,2022,1096,4358
